ampolo,1
ampromeso,1
amrakonto,1
amsekreto,1
amsoifo,1
amuleto,3
amuza,7
amuzaĵo,2
amuzata,1
amuze,4
amuzejo,3
amuzi,3
amuziĝanta,1
amuziĝi,9
amuziĝo,3
amuzite,1
amuzo,3
anadira,1
anadirano,3
anagramo,1
anakronismo,5
analizado,1
analizante,1
analizi,2
analizo,4
analogiante,1
analogio,1
anarkiista,1
anarkiisto,1
anaro,1
anaso,2
anbaŭ,1
anĉjo,2
aneco,1
anekdoto,2
aneksita,1
anemie,1
anemono,1
anestezado,1
angila,1
angilo,1
angla,48
anglalingve,1
angle,17
anglo,6
anglofilo,1
anglosaksa,1
angora,1
angore,1
angorige,1
angoro,6
angorplena,1
angula,1
angule,2
anguleto,3
angulo,44
anĝela,1
anĝelbildo,1
anĝeleto,2
anĝelino,30
anĝelo,11
anhelanta,1
anhelante,1
anhele,2
aniĝi,3
aniĝo,2
anima,5
animala,1
animaleto,1
animalo,5
animdone,1
anime,2
animforto,1
animhava,1
animi,1
animo,84
animpureco,1
animsimpleco,1
animskue,1
animstato,4
animtorturo,1
animvidisto,6
anita,1
anizo,1
ankaŭ,614
ankonaŭ,1
ankoraŭ,363
ankoraŭfoje,3
ankri,1
anna,1
ano,17
anoci,1
anonceti,1
anonceto,1
anoncgazeto,1
anonci,35
anonciĝi,1
anoncisto,2
anonco,8
anonima,1
anserino,1
ansero,1
anso,1
anstataŭ,46
anstataŭa,1
anstataŭe,12
anstataŭi,4
anstataŭigata,1
anstataŭigi,3
anstataŭigita,1
anstataŭita,1
antagonismo,1
antauĉambro,1
antaŭ,423
antaŭa,26
antaŭanonci,1
antaŭanoncita,1
antaŭanonco,1
antaŭaverti,1
antaŭĉambro,3
antaŭdecidita,1
antaŭdiradi,1
antaŭdiri,2
antaŭdiro,1
antaŭe,110
antaŭekzerce,1
antaŭen-supre,1
antaŭena,1
antaŭenigi,1
antaŭenire,1
antaŭeniri,4
antaŭeniro,2
antaŭenĵetita,1
antaŭenpaŝi,1
antaŭfenestro,3
antaŭĝoji,1
antaŭhaltigi,1
antaŭi,2
antaŭjuĝemo,1
antaŭjuĝo,7
antaŭkorekti,1
antaŭkristnaska,1
antaŭlasta,3
antaŭlime,1
antaŭlonga,1
antaŭlonge,3
antaŭmanĝe,1
antaŭmeti,1
antaŭmilita,1
antaŭmonate,1
antaŭmorte,1
antaŭnelonge,2
antaŭnomo,5
antaŭo,1
antaŭparolo,1
antaŭpensante,1
antaŭpenso,1
antaŭporda,1
antaŭpordo,1
antaŭprepare,1
antaŭprepari,1
antaŭprepariĝo,1
antaŭprognaskita,1
antaŭriveli,1
antaŭscii,3
antaŭsciinti,1
antaŭscio,1
antaŭseĝo,1
antaŭsemajna,1
antaŭsenti,3
antaŭsento,2
antaŭsignifi,1
antaŭsigno,3
antaŭskizado,1
antaŭstimulo,1
antaŭtaga,1
antaŭtagmeze,1
antaŭtagmezo,2
antaŭtago,1
antaŭtempa,1
antaŭtimi,4
antaŭtimo,2
antaŭtuketo,1
antaŭtuko,2
antaŭulo,11
antaŭurba,3
antaŭurbo,4
antaŭvespere,1
antaŭvespero,2
antaŭvidadi,1
antaŭvidebla,1
antaŭvidi,8
antaŭvidinte,1
antaŭzorgeme,1
antaŭzorgo,1
anteno,4
anti,1
anticipe,6
anticipi,2
antidoto,1
antikva,43
antikvaĵo,1
antikve,1
antikveca,1
antikvema,1
antikvetosa,1
antikviĝinta,1
antikvulo,1
antilopo,3
antilopviando,1
antipatia,1
antipodo,1
antropofaga,1
anuso,5
aparatisto,1
aparato,52
aparta,20
apartamenta,2
apartamento,14
aparte,24
apartenanta,2
apartenante,1
aparteni,35
aparteno,1
apartigante,1
apartigi,1
apartigita,4
apartigite,1
apartula,1
apatia,4
apatie,1
apelacii,1
apelacio,1
apenaŭ,82
aperadi,4
aperaĵo,1
aperi,121
aperigi,4
aperigo,2
aperinta,2
aperitivi,1
aperitivo,4
apero,10
aperonta,1
aperteni,1
aperti,1
aperturo,3
apetiti,2
apetito,3
aplaŭdado,1
aplaŭdi,10
aplaŭdo,2
aplikado,2
aplikata,2
aplikebla,1
apliki,5
aplikiĝi,1
aplikita,1
aplombe,1
aplombega,1
aplombo,2
apoga,1
apogado,3
apogakso,1
apogante,1
apogeo,2
apogi,13
apogilo,1
apoginte,2
apogita,1
apogo,3
apogpunkto,1
apokalipso,1
apopleksio,2
apotekisto-kuracisto,1
apoteksurskribo,1
apoteoza,1
apoteozo,1
aprezi,1
apriĝinta,1
aprilo,4
apro,5
aprobanta,1
aprobe,4
